,id,y,x1,x2,x3,x4,x5,x7,x8,x9,x10,x6_2,x6_3,x6_4,x6_5,x6_6,x6_7
203,203,1,0.33713,-0.44676,-0.61748,0.6509,0,2.05136,-0.11613,3.7311400000000003,3.0461,0,0,0,0,0,0
204,204,3,-2.1101,-1.42201,-1.37562,1.32071,0,0.27788,0.7519899999999999,1.4863,0.59916,0,0,0,0,0,0
205,205,2,-1.13103,-0.51935,-0.39526,0.42838000000000004,0,-1.4567,-0.2786,-0.76134,0.70735,0,0,0,0,0,0
206,206,1,2.98567,-2.14153,-0.62267,0.76342,0,0.8624,0.69701,-3.0327,2.13064,0,0,0,0,0,0
207,207,3,0.35548,0.73379,-1.40396,1.33778,0,2.18102,-0.49658,-0.79448,0.64555,0,0,1,0,0,0
208,208,1,1.0816,-1.40399,-1.04959,1.0994700000000002,0,0.24911,0.55655,-1.5222799999999999,1.04488,0,0,0,0,0,0
209,209,2,-0.47613,-0.47317,-0.44501999999999997,0.63377,0,-0.67098,-1.44543,-2.48765,-0.15553,0,0,0,0,0,0
211,211,1,0.69376,-0.68736,-1.23233,1.1891,0,1.86217,1.4714399999999999,-1.5645799999999999,1.68777,0,0,0,0,0,0
212,212,2,1.05948,-1.66889,-0.50864,0.54087,0,-0.63745,-0.8519100000000001,-0.3004,1.0186899999999999,0,0,0,0,0,0
213,213,1,0.29699,-1.34483,-0.5149199999999999,0.66703,0,2.09361,2.67592,-1.66347,-0.013669999999999998,0,0,0,0,0,0
214,214,3,-0.36456,-0.38991,-0.82006,0.74535,0,0.70073,0.74056,3.03569,1.2369299999999999,0,0,0,0,0,0
215,215,3,0.07758,0.04012,-0.30073,0.5130899999999999,0,0.06257,2.29805,3.31406,0.65735,0,0,0,0,0,0
216,216,3,-1.3977,-0.28877,-0.2107,0.46598999999999996,0,1.9453599999999998,0.91419,3.9874199999999997,-2.2017,0,0,0,0,0,0
217,217,1,0.06264,0.70602,-1.23033,1.25947,0,1.7869099999999998,2.3700200000000002,-0.84383,-1.50583,0,0,0,1,0,0
218,218,2,0.21549,-0.03674,0.0499,0.1133,0,-2.19605,0.05976,-1.28694,1.50502,0,0,0,0,0,0
219,219,1,-2.91637,1.63124,-0.9281799999999999,0.9843799999999999,1,-0.57055,0.83526,-2.31104,1.32426,0,0,0,0,0,1
220,220,3,1.07636,-0.35583,-0.4145,0.54974,0,1.58572,-0.19942000000000001,-2.17806,2.9300599999999997,0,0,0,0,0,0
221,221,2,-0.64052,-0.45792,-0.45338999999999996,0.53796,0,-0.38676,0.62979,-0.76976,-0.15413,0,0,0,0,0,0
222,222,1,0.34579,0.39109,-0.4837,0.63807,0,0.29236999999999996,1.7547700000000002,1.3291899999999999,0.66425,0,1,0,0,0,0
223,223,2,1.2305,-2.1143,-0.44488999999999995,0.45216999999999996,0,-1.638,-2.8557,-2.95214,1.13239,0,0,0,0,0,0
224,224,2,-0.32891,-0.67981,-0.69186,0.6874899999999999,0,-1.6523299999999999,-0.5435,-5.49745,2.54434,0,0,0,0,0,0
225,225,3,1.47311,-1.15915,-1.05305,1.2117200000000001,0,1.6653,-0.50473,-1.53519,1.40515,0,0,0,0,0,0
226,226,1,0.52758,0.98341,-0.48586,0.60617,1,1.37713,-0.28888,-1.13084,1.7080099999999998,0,0,0,0,0,1
227,227,3,-0.27627,0.04514,-1.11351,1.09817,0,1.28145,0.9594799999999999,-0.0727,2.19151,0,0,0,0,0,0
228,228,1,1.57134,1.03908,0.06416000000000001,0.08005,1,-0.24311999999999998,2.10901,-0.02489,2.01484,0,0,0,0,0,1
229,229,1,2.41989,-0.82704,-1.24801,1.24999,0,1.8776,1.36168,2.8325099999999996,2.43162,0,0,0,0,0,0
230,230,1,-2.23848,1.43196,0.06855,0.02217,1,-0.52155,-1.68448,-2.17817,2.08276,0,0,0,0,0,1
231,231,1,-0.29588,-0.75916,-1.2244700000000002,1.19277,0,-1.5712700000000002,1.5815700000000001,2.19049,0.42949,0,0,0,0,0,0
232,232,3,0.37878,0.11943,-0.95842,0.8916700000000001,0,-0.58918,-0.67471,0.73488,-2.29866,0,0,0,0,0,0
233,233,1,-1.15208,-0.77433,-0.23029000000000002,0.39839,0,1.6964400000000002,0.50237,-0.09863,1.12609,0,0,0,0,0,0
234,234,2,1.05646,0.04573,-0.16604000000000002,0.28779,0,-0.5889800000000001,-1.12286,0.84193,-0.33852,0,0,0,0,0,0
235,235,2,0.48134,-0.06869,0.33857,-0.0291,0,-1.0843,0.00395,-0.92922,0.00458,0,0,0,0,0,0
236,236,1,-1.16781,-0.6443,-0.07175,0.25437,0,0.77599,0.7175699999999999,-4.42946,2.88121,0,0,0,0,0,0
237,237,2,0.17335,-0.78244,0.14051,-0.0025,0,-0.75443,-2.34043,-1.41321,1.02186,0,0,0,0,0,0
238,238,2,-2.39769,-0.14791,-0.66459,0.74773,0,-0.72322,-0.52074,-0.822,-0.55657,0,0,0,0,0,0
239,239,1,1.49012,-0.95783,-0.4739,0.54088,0,0.86629,0.68902,4.13813,1.47491,0,0,0,0,0,0
240,240,1,1.90552,-0.48428,-0.9131799999999999,0.9232799999999999,0,-0.15507,1.33131,1.11609,1.9931299999999998,0,0,0,0,0,0
241,241,1,2.73772,-0.91861,-0.16727,0.30217,0,0.14324,0.06435,3.4206300000000005,2.9626799999999998,0,0,0,0,0,0
242,242,2,1.70673,1.54869,-0.42822,0.45336000000000004,1,-0.08201,-0.84651,-1.86326,0.42446000000000006,0,0,0,0,0,1
243,243,3,-0.25602,0.70605,-0.3397,0.41072,1,-0.12122000000000001,1.97347,-0.9991399999999999,4.25446,0,0,0,1,0,0
244,244,3,0.76719,-0.04829,-0.21129,0.38658000000000003,0,-0.7427,-2.1872700000000003,-1.4199700000000002,3.24052,0,0,0,0,0,0
245,245,2,2.2029,-0.86455,-0.86869,0.79411,0,-0.76581,-0.6544800000000001,-3.47676,1.67146,0,0,0,0,0,0
246,246,2,-1.20871,-0.3251,-0.42336,0.46071000000000006,0,-0.16527999999999998,-1.95534,-1.40982,0.78418,0,0,0,0,0,0
247,247,3,0.60738,0.08002,-0.93826,1.1123,0,1.6647299999999998,0.89544,-0.50238,2.54395,0,0,0,0,0,0
248,248,2,1.42998,1.43446,0.23094,0.0178,1,-2.0918900000000002,-1.70009,-3.7331300000000005,0.78288,0,0,0,0,0,1
249,249,3,-0.79369,-1.09915,-0.32654,0.39805,0,1.85713,1.6611799999999999,-2.35411,2.98508,0,0,0,0,0,0
250,250,3,-0.62565,0.40137,-0.36412,0.35917,1,-1.05044,1.8365799999999999,0.03057,-0.85564,0,0,0,0,0,0
251,251,2,2.96661,-1.22365,-0.75429,0.7602399999999999,0,-0.4785,-1.0372700000000001,-1.40519,1.63281,0,0,0,0,0,0
252,252,2,-1.4151,0.22211,-0.05127999999999999,0.09416000000000001,1,-0.11460999999999999,-1.07434,-3.51608,2.41636,0,0,0,0,0,0
253,253,2,-0.30081,-0.83308,-0.5479,0.70853,0,-0.0509,-1.1629399999999999,-2.0352200000000003,1.65798,0,0,0,0,0,0
254,254,2,2.8744,-0.60139,0.037989999999999996,0.18293,0,-1.33655,0.03388,-2.56478,2.6890099999999997,0,0,0,0,0,0
255,255,1,2.22057,-1.71987,-0.03458,0.22663000000000003,0,1.5055,3.8122300000000005,3.73561,2.07543,0,0,0,0,0,0
256,256,1,0.74041,0.71612,-0.94327,0.95816,0,0.29745,1.34565,2.02523,1.35884,0,0,0,1,0,0
257,257,2,-1.32362,0.03815,-0.22121,0.44742,0,-1.11024,-1.1197,-2.1888799999999997,-0.46038,0,0,0,0,0,0
258,258,1,-1.28199,-0.40666,-0.64377,0.76646,0,0.8348899999999999,1.1597899999999999,-0.87889,0.44538,0,0,0,0,0,0
259,259,2,-0.20339,1.73184,0.26158000000000003,0.04885,1,-0.28099,-0.9071600000000001,-2.4836099999999997,1.2636399999999999,0,0,0,0,0,1
260,260,1,-0.8498,0.61284,-0.08158,0.21325,1,2.87173,0.31256,1.69268,1.67884,0,0,0,1,0,0
261,261,1,-1.85418,-0.22403,-1.01324,1.09428,0,4.1874199999999995,1.8381599999999998,2.49739,0.38075,0,0,0,0,0,0
262,262,1,-1.89862,1.38852,0.10705999999999999,0.060129999999999996,1,3.65194,2.27208,2.9666900000000003,0.2784,0,0,0,0,0,1
263,263,2,1.08545,-0.57097,-0.40415,0.51688,0,-2.23637,-1.33822,-2.48485,1.90715,0,0,0,0,0,0
264,264,2,2.20839,0.06866,0.02914,0.27628,0,-1.50472,-1.16385,-0.99154,2.13557,0,0,0,0,0,0
265,265,2,0.87635,-0.44546,-0.41375,0.5151100000000001,0,-0.75942,-2.1549099999999997,-2.67909,2.55554,0,0,0,0,0,0
266,266,3,-0.5422,-0.82795,-0.82706,0.96647,0,0.5332600000000001,0.16295,-0.77883,0.35006,0,0,0,0,0,0
267,267,3,0.95513,-0.02314,-1.3907100000000001,1.3465799999999999,0,1.9159599999999999,-0.23315,-2.42244,1.51567,0,0,0,0,0,0
268,268,1,-1.30458,0.62853,-0.69085,0.8074,0,2.49937,3.9846,-2.63594,1.92562,0,0,0,1,0,0
269,269,2,1.15513,-0.28442,-0.74717,0.84283,0,-0.22971999999999998,-1.0640399999999999,-3.9641699999999997,1.8670799999999999,0,0,0,0,0,0
270,270,3,-1.00697,1.3267,-0.40179000000000004,0.66567,1,-0.57055,0.049339999999999995,-2.27427,4.4423900000000005,0,0,0,0,0,1
271,271,1,0.93249,1.75961,-0.46121,0.59122,1,-1.09,1.7631700000000001,-2.27945,1.0589899999999999,0,0,0,0,0,1
272,272,3,1.71413,-0.30012,-0.7195,0.86885,0,2.7629799999999998,-1.72869,-1.2233,0.89928,0,0,0,0,0,0
274,274,1,-1.44764,-0.61233,-0.08084,0.18275999999999998,0,3.03881,0.14223,3.34385,2.6913099999999996,0,0,0,0,0,0
275,275,3,3.73543,-1.15823,-1.22078,1.2495,0,2.46597,0.67307,-1.8115299999999999,1.38933,0,0,0,0,0,0
276,276,2,0.14667,0.37529,0.24085,0.08841,1,-1.76977,-0.08334,-2.0946,-0.63272,0,0,0,1,0,0
277,277,1,0.40416,-1.21685,-0.13867000000000002,0.28015,0,5.1799800000000005,1.66828,-2.95816,0.6891,0,0,0,0,0,0
278,278,3,2.41242,-0.55124,-0.31639,0.44395,0,1.24132,-1.0833899999999999,-1.58136,2.23251,0,0,0,0,0,0
279,279,1,0.6487,0.98905,-0.57306,0.60193,1,-1.45361,1.26147,-1.6598700000000002,-0.08031,0,0,0,0,0,1
280,280,2,0.18598,0.18229,0.00472,0.19044,0,-0.33494,-1.96187,-2.00933,1.40868,0,0,0,0,0,0
281,281,2,0.54597,-0.76145,-0.5441600000000001,0.79289,0,-0.8043399999999999,-1.35699,2.26688,-0.43462,0,0,0,0,0,0
282,282,3,1.42813,-0.62427,-0.7864899999999999,0.8849299999999999,0,0.7107399999999999,0.55891,-1.70898,1.8908200000000002,0,0,0,0,0,0
283,283,3,-1.40409,-1.92369,-0.55755,0.5995699999999999,0,1.81207,-0.7015899999999999,-1.90484,1.93993,0,0,0,0,0,0
284,284,2,1.21465,-0.77756,-0.28523000000000004,0.49493000000000004,0,-0.37434,-0.3984,-4.2836099999999995,0.99841,0,0,0,0,0,0
285,285,2,1.72975,-1.06918,-0.55848,0.71606,0,-1.621,-1.271,-2.12352,1.52989,0,0,0,0,0,0
286,286,2,-0.30443,0.24433,0.30977,0.02431,1,-0.8623200000000001,-0.04927,-1.75858,0.3563,0,1,0,0,0,0
287,287,1,-2.10825,0.86216,-0.73241,0.79109,1,-2.79697,0.44833,-1.8032700000000002,2.00604,0,0,0,0,0,1
288,288,1,-0.72288,-0.76125,-0.6233,0.68884,0,-1.59638,-0.84526,-2.00482,1.21785,0,0,0,0,0,0
289,289,2,1.54491,-0.89825,-0.43893999999999994,0.43659,0,-1.29325,0.42693000000000003,-3.22207,0.94368,0,0,0,0,0,0
291,291,3,0.40233,-0.17421,-0.8163100000000001,0.9150200000000001,0,3.36997,1.61733,0.33348,2.95418,0,0,0,0,0,0
292,292,3,-1.21967,0.56762,-0.52328,0.53358,1,2.3355900000000003,-0.3556,-0.6553,1.24876,0,1,0,0,0,0
293,293,1,1.2247,-1.18471,-0.98401,1.02521,0,-0.411,1.87012,2.4417299999999997,-1.02027,0,0,0,0,0,0
294,294,3,-0.05354,0.82858,-0.9470299999999999,1.10721,0,0.69544,-1.08159,-0.30122,1.49349,0,0,0,0,0,1
295,295,2,-0.68064,0.68479,-0.58758,0.72491,0,-0.58063,-0.46016,-1.2011,-1.40218,0,0,0,0,1,0
296,296,2,0.85068,0.01994,-0.8535299999999999,0.84259,0,-1.47332,-1.86726,0.4397,1.30722,0,0,0,0,0,0
297,297,2,1.87824,-0.87024,0.15958,0.0512,0,-1.40199,-1.91695,-2.36545,-1.69105,0,0,0,0,0,0
298,298,2,1.12938,-0.85648,0.10187,0.07406,0,-1.22957,-1.5263,-2.60416,0.916,0,0,0,0,0,0
299,299,1,0.18977,1.23796,-1.12677,1.16525,1,4.29911,-1.35087,-2.84273,1.2794,0,0,0,0,0,1
300,300,2,-1.30789,0.80075,-0.50468,0.48007,1,-0.32755,-1.67228,-1.2399799999999999,1.61276,0,0,0,1,0,0
301,301,1,-1.65632,0.73869,-0.9464,0.9798100000000001,0,-0.6801,2.6265,-2.33833,0.33431,0,0,0,1,0,0
302,302,1,1.04145,-0.08139,0.12567,0.08953,0,1.6684900000000003,1.9036099999999998,3.8656099999999998,1.49778,0,0,0,0,0,0
303,303,3,3.0466,-1.52092,-0.68308,0.69525,0,2.1875299999999998,0.46571999999999997,-0.30055,0.46465,0,0,0,0,0,0
304,304,2,0.36624,0.86865,-0.01741,0.14426,1,0.16956,-1.8829799999999999,-1.39549,0.32644,0,0,0,0,0,1
305,305,1,0.4413,-1.97802,-0.47831999999999997,0.53595,0,2.2073099999999997,2.79272,-0.28765,1.08545,0,0,0,0,0,0
306,306,2,-0.00623,0.279,-0.79581,0.81586,0,-1.3062799999999999,-0.68212,-2.42053,-0.72241,0,0,0,0,0,0
308,308,3,0.29969,-0.08545,-0.15797,0.37787,0,1.18897,1.06082,3.5194199999999998,-0.64166,0,0,0,0,0,0
310,310,1,0.31961,-0.88964,-0.41453,0.46958999999999995,0,-0.80316,0.56348,-2.21015,1.47991,0,0,0,0,0,0
311,311,1,-0.47207,1.13005,-0.42671000000000003,0.56065,1,0.5581,1.8543900000000002,-1.77932,1.19537,0,0,0,0,0,1
312,312,3,-2.48142,0.94016,-0.99821,0.9741799999999999,0,1.5949,-1.1611,0.01208,0.10729000000000001,0,0,0,0,0,1
313,313,2,-2.38278,1.11871,0.1951,0.05905,1,-0.34881,-1.5822200000000002,-2.1800200000000003,1.68609,0,0,0,0,0,1
314,314,2,-0.32442,-0.15962,-0.08167,0.09295,0,-0.6500600000000001,-1.23263,-0.60253,-0.22430999999999998,0,0,0,0,0,0
315,315,2,-1.7109,1.88216,0.19944,0.11727,1,-1.52189,-0.5676,-2.63639,2.0369900000000003,0,0,0,0,0,1
316,316,3,0.33435,0.67863,-0.13204000000000002,0.31715,1,1.26908,0.67311,2.3530900000000003,0.30204000000000003,0,0,0,0,1,0
317,317,3,-0.47587,-0.41293,-0.82544,0.8346100000000001,0,1.4415799999999999,0.21998,-2.2789099999999998,2.43551,0,0,0,0,0,0
318,318,2,0.38334,-0.03792,-0.40548,0.43115,0,-0.49327,-1.20579,-1.36504,2.34124,0,0,0,0,0,0
319,319,1,0.47834,-1.27304,-1.19385,1.25013,0,2.54091,0.03648,-1.05803,0.35131,0,0,0,0,0,0
320,320,2,-1.9052,-0.24788,0.31296999999999997,0.01495,0,-0.1553,-1.765,-2.04855,0.7388399999999999,0,0,0,0,0,0
321,321,2,0.80579,0.91491,-0.29119,0.36173,1,-1.26091,-0.25388,-3.8711,0.9483799999999999,0,0,0,0,0,1
322,322,1,1.49119,-0.1603,-1.11077,1.09511,0,2.53602,0.21846,0.08494,1.4871299999999998,0,0,0,0,0,0
323,323,2,-2.27,0.55269,-0.04462,0.19033,1,-1.07938,-0.92409,-3.7321800000000005,2.34185,0,0,1,0,0,0
324,324,2,1.32333,-1.73447,-0.41783000000000003,0.65154,0,-1.47889,-0.53325,-1.73158,1.75059,0,0,0,0,0,0
325,325,2,-0.8132,-0.92889,-0.45758999999999994,0.62476,0,-1.2071,-0.59003,-2.7631,0.44823999999999997,0,0,0,0,0,0
326,326,1,-1.2942,-0.23705,-0.39889,0.55765,0,2.5331599999999996,0.21013,-0.76426,-0.6200100000000001,0,0,0,0,0,0
327,327,2,-1.58508,-0.44733,-0.32191,0.45485,0,-0.62321,-1.03347,-2.75732,-0.29344000000000003,0,0,0,0,0,0
328,328,2,-1.12826,1.04924,-0.6672899999999999,0.65342,1,-0.79669,-1.19719,-2.1731599999999998,0.66273,0,0,0,0,0,1
329,329,2,-0.05751,-0.7648,0.3523,-0.05708,0,-0.48652,-1.6693099999999998,-4.51002,1.76909,0,0,0,0,0,0
330,330,2,-0.90429,-0.93178,0.17889000000000002,0.02504,0,-1.8991900000000002,-0.98136,-2.23369,-1.34175,0,0,0,0,0,0
332,332,1,-2.08422,1.39494,-0.37711,0.4779,1,2.36421,3.39195,0.58363,1.4333799999999999,0,0,0,0,0,1
333,333,3,-1.40732,0.56953,-0.59292,0.81539,0,-0.32577,-0.56967,-1.38038,3.19389,0,0,0,1,0,0
334,334,1,-0.07073,0.96587,-0.6803100000000001,0.8063,1,-2.04602,3.55119,4.63574,3.6364900000000002,0,0,0,0,0,1
335,335,1,0.16509,1.12888,0.08841,0.0523,1,0.75876,0.80842,1.29223,2.26808,0,0,0,0,0,1
336,336,2,-0.43288,0.62628,-0.19909000000000002,0.28345,1,-0.7344,-0.58904,-1.1646299999999998,-0.10545,0,0,0,1,0,0
337,337,2,-0.47854,-0.65035,-0.48617,0.51425,0,-0.54792,-1.11416,-1.0051299999999999,2.7551799999999997,0,0,0,0,0,0
338,338,1,-0.61932,0.45012,0.03347,0.15916,1,0.59924,-1.20649,-1.6582299999999999,1.38123,0,0,1,0,0,0
339,339,2,-1.888,0.12625,-0.31237,0.35722,0,-1.4335200000000001,-1.31562,-0.8366899999999999,1.09279,0,0,0,0,0,0
340,340,2,-1.56479,-0.72647,-0.70555,0.6996899999999999,0,-0.75052,-2.28635,-2.54305,1.1162100000000001,0,0,0,0,0,0
341,341,2,-1.04929,-0.84004,-0.09361,0.18306,0,-0.36682,-1.63727,-1.7388099999999997,2.0437,0,0,0,0,0,0
342,342,2,0.2685,0.08663,-0.060289999999999996,0.16530999999999998,0,-0.5091399999999999,-0.33055999999999996,-0.99536,3.63599,0,0,0,0,0,0
343,343,2,-2.77051,0.31253,-0.06842999999999999,0.3053,1,-2.77707,-0.24998,-2.13924,1.33975,0,1,0,0,0,0
344,344,2,-0.06412,-0.23294,-0.5242600000000001,0.50047,0,-0.6856899999999999,-0.6242300000000001,-1.50929,0.43267,0,0,0,0,0,0
345,345,1,-0.03502,1.9107,-0.43371000000000004,0.55624,1,0.32294,-0.46781000000000006,3.4531699999999996,1.11611,0,0,0,0,0,1
346,346,2,0.50168,-0.90343,0.13627999999999998,0.16888,0,-0.15049,-1.3477,-1.28457,-0.42115,0,0,0,0,0,0
347,347,2,0.10816,-0.75395,-0.52947,0.5417,0,-1.69344,-0.0172,-1.18582,0.4104,0,0,0,0,0,0
348,348,2,-0.14469,-0.65574,-0.37394,0.52393,0,-2.13869,-0.9093399999999999,-2.4996099999999997,1.42644,0,0,0,0,0,0
349,349,2,2.66696,-0.35328,0.19682,0.08951,0,-1.71502,-0.8071699999999999,-1.56713,1.57121,0,0,0,0,0,0
350,350,1,-1.12621,0.13705,-0.83536,0.92399,0,-3.13892,2.04671,2.75412,1.1705,0,0,0,0,0,0
351,351,2,0.92935,-0.66025,-0.5946899999999999,0.77835,0,0.12617,-1.07936,-0.4091,0.43613,0,0,0,0,0,0
352,352,3,0.38184,-0.4753,-0.75208,0.76042,0,2.5436799999999997,0.17163,-3.19657,1.0717299999999998,0,0,0,0,0,0
353,353,2,-2.42856,0.09177,-0.0408,0.20976,0,0.49038999999999994,-0.20031,-1.8064,1.82948,0,0,0,0,0,0
354,354,3,-0.34832,-0.9274,-0.5716,0.7243,0,1.88077,-0.87044,-1.03572,1.7447,0,0,0,0,0,0
355,355,2,0.60866,-0.03204,-0.36117,0.38499,0,-0.45686000000000004,-0.43121000000000004,-3.42938,0.72993,0,0,0,0,0,0
356,356,3,0.83124,-2.50293,-0.8498399999999999,1.03956,0,1.45038,-0.24055,-0.96252,1.3351899999999999,0,0,0,0,0,0
357,357,2,-0.4396,0.74389,-0.43701,0.43671000000000004,1,-0.76844,-0.5774,-2.4950799999999997,0.05152,0,0,0,1,0,0
358,358,3,0.69172,1.02581,-0.43896,0.39712,1,0.90254,1.5996299999999999,-2.47545,-1.53883,0,0,0,0,0,1
359,359,3,-1.98113,0.60004,-0.88407,0.79811,0,0.9436100000000001,0.75681,2.0367599999999997,0.45056999999999997,0,1,0,0,0,0
360,360,1,-1.02022,0.72261,-0.44406,0.48236,1,0.05372999999999999,1.52776,0.03356,0.49515,0,0,0,1,0,0
361,361,2,1.1996,-0.59839,-0.26266999999999996,0.2734,0,-0.10248,-0.8966,-2.4272299999999998,0.26483,0,0,0,0,0,0
362,362,2,1.3975,1.13149,-0.38021,0.34310999999999997,1,-0.52691,-0.8350200000000001,-1.1160299999999999,3.26283,0,0,0,0,0,1
363,363,1,2.13898,-0.86148,-0.15712,0.31616,0,0.80092,0.6397,-1.69402,0.18746,0,0,0,0,0,0
364,364,1,-0.82723,-0.70428,-0.34889000000000003,0.48532,0,2.36045,1.26724,4.33769,1.9927599999999999,0,0,0,0,0,0
365,365,3,-1.72199,-0.71243,-1.0331,1.18252,0,0.09727000000000001,-0.27724,-0.66884,2.84782,0,0,0,0,0,0
366,366,1,-1.05994,2.2072,-0.84155,0.85316,1,1.97636,1.80918,1.1947299999999998,1.56694,0,0,0,0,0,1
367,367,2,0.33788,-0.93682,-0.0323,0.13465,0,-1.11369,-1.89973,-0.62759,2.55199,0,0,0,0,0,0
368,368,2,-0.34508,0.73044,-0.00255,0.23525,1,0.65857,0.15225999999999998,-1.24916,0.90595,0,0,0,0,0,1
369,369,2,-0.61439,0.44516,-0.24594000000000002,0.47657,0,-1.1101,-1.62513,-2.9401200000000003,1.08912,0,0,1,0,0,0
370,370,2,-2.01741,1.07486,-0.6823600000000001,0.8322299999999999,1,0.91279,0.37134,-1.36094,3.22593,0,0,0,0,0,1
371,371,1,2.29866,-0.54365,-1.2302799999999998,1.19002,0,0.72975,2.10027,-2.11951,-0.75554,0,0,0,0,0,0
372,372,3,0.68673,-1.53271,-0.34071,0.55069,0,0.79455,-0.14,-0.7554,-0.08569,0,0,0,0,0,0
373,373,2,-0.91073,-0.28803,-0.28938,0.26434,0,0.1524,-1.17464,-0.9521700000000001,1.35665,0,0,0,0,0,0
374,374,2,-0.20471,-2.55552,-0.63356,0.73622,0,-1.4169200000000002,-1.61404,0.8104,0.68666,0,0,0,0,0,0
375,375,1,-1.47087,0.73836,0.23198000000000002,-0.00303,1,3.47686,0.49078,-2.72981,2.17086,0,0,0,0,0,1
376,376,2,-1.36001,-0.41828,-0.6070300000000001,0.65292,0,-1.8792099999999998,-1.9210099999999999,-2.18437,1.11789,0,0,0,0,0,0
377,377,1,1.14205,-0.22442,-0.7427199999999999,0.8214799999999999,0,-0.74832,-1.00102,3.1724200000000002,4.57897,0,0,0,0,0,0
378,378,2,0.48197,-0.27784,-0.39878,0.59835,0,-1.5606,-0.03248,-0.8779100000000001,-0.38097,0,0,0,0,0,0
379,379,1,-0.94048,-0.21276,-0.68766,0.76458,0,-0.39337,2.41629,-1.60311,1.44472,0,0,0,0,0,0
380,380,2,-1.26631,-0.12666,-0.29073000000000004,0.30374,0,-1.68793,-0.06604,-1.95687,0.49781000000000003,0,0,0,0,0,0
381,381,2,0.8497,0.84814,0.17586,0.02291,1,-0.01927,-0.9747100000000001,-6.59065,2.29149,0,0,0,0,0,1
382,382,1,-0.37626,0.16277,0.0595,0.04445,1,0.22269,0.96511,0.88279,2.07995,0,0,0,0,0,0
383,383,3,2.1564,0.30981,-0.62348,0.66087,0,2.43472,0.42308999999999997,-1.75583,1.61755,0,0,0,0,0,0
384,384,1,-1.71708,0.88889,-0.6719,0.79697,1,-0.01324,2.75881,0.65773,1.1387399999999999,0,0,0,0,0,1
385,385,2,0.44102,0.12267,-0.24466,0.51899,0,-0.16065,-1.5045,-1.67104,0.35359,0,0,0,0,0,0
386,386,2,-0.67981,0.259,-0.31768,0.37614000000000003,0,-0.53584,-1.2649,-4.45756,1.36133,0,0,0,0,0,0
387,387,2,1.11107,1.05247,-0.03784,0.23063000000000003,1,-1.37096,-0.83667,-1.99168,0.32624000000000003,0,0,0,0,0,1
389,389,2,1.73876,-0.52375,-0.44543,0.48475,0,-1.3564399999999999,-0.99755,0.29975999999999997,0.8882700000000001,0,0,0,0,0,0
390,390,1,-0.11487,1.60721,-0.43063,0.5260600000000001,1,1.9432599999999998,1.73481,2.6347099999999997,1.1688,0,0,0,0,0,1
391,391,2,2.96043,-0.58823,-0.36659,0.34028,0,-1.07249,-2.00944,-2.84077,2.1348700000000003,0,0,0,0,0,0
392,392,2,-2.24849,0.21617,-0.15975,0.19095,1,-2.18482,-0.42331,-2.4749,0.6448,0,0,0,0,0,0
393,393,1,-1.60218,-0.10776,-0.9866299999999999,1.07033,0,0.43145,-0.96349,-2.77278,2.38132,0,0,0,0,0,0
394,394,2,-1.43838,1.45339,0.03748,0.10755,1,-1.03556,-0.47812,-2.97102,1.30108,0,0,0,0,0,1
395,395,1,-1.4767,0.03377,-0.05329,0.14531,0,2.13489,3.0359700000000003,1.5056200000000002,0.66278,0,0,0,0,0,0
396,396,1,-1.02532,0.12291,-1.18515,1.26601,0,2.1710700000000003,-1.55102,-0.9848899999999999,0.39455,0,0,0,0,0,0
397,397,3,1.27979,0.38866,-0.9659399999999999,0.97965,0,0.5220199999999999,-0.70111,-0.10872000000000001,1.34608,1,0,0,0,0,0
398,398,2,0.32545,0.13153,-0.59702,0.5472899999999999,0,0.37866,-1.58835,0.18774000000000002,1.2842200000000001,0,0,0,0,0,0
399,399,3,-0.49789,0.06939,-0.50692,0.5322899999999999,0,0.8779899999999999,0.1498,-0.57811,1.6312200000000001,0,0,0,0,0,0
400,400,1,-3.65494,0.30756,-0.6370100000000001,0.76741,0,1.16543,-0.66733,0.51381,1.00674,1,0,0,0,0,0
401,401,2,0.49496,1.17242,-0.0059700000000000005,0.23060999999999998,1,-1.58514,-2.09923,-2.7508,1.61779,0,0,0,0,0,1
402,402,3,-1.23634,-1.06439,-0.49618,0.6671,0,0.42226,1.48834,0.09177,4.6205,0,0,0,0,0,0
403,403,2,-2.12416,1.76096,-0.01883,0.07218,1,0.00047999999999999996,-1.58711,-0.35103,0.74253,0,0,0,0,0,1
404,404,1,0.90347,0.76677,-0.5280100000000001,0.56981,1,-0.98514,1.66219,-0.16705,0.73816,0,0,0,0,1,0
406,406,2,-1.09447,0.56459,0.07405,0.08586,1,-0.81008,-0.73932,-0.5381600000000001,1.01373,0,0,0,1,0,0
407,407,2,1.01392,-0.33708,0.09725,0.038,0,-1.3002799999999999,0.01097,-0.25929,0.69825,0,0,0,0,0,0
408,408,2,-0.75153,0.01649,-0.38914,0.61488,0,-0.76315,-0.8292200000000001,-0.9427,1.4785700000000002,0,0,0,0,0,0
409,409,2,0.18974,1.43564,-0.1346,0.35286999999999996,1,-1.4287299999999998,-1.0291299999999999,-3.37941,2.57195,0,0,0,0,0,1
410,410,3,1.51097,-0.11499,-0.30846999999999997,0.49893000000000004,0,1.8089099999999998,-0.41922,-3.4157699999999998,1.61316,0,0,0,0,0,0
